1,0140397,BCA
2,0160131,BII
3,0090010,BNI
4,0420305,BOT
5,0020307,BRI
6,0760010,BUMI ARTA
7,0220026,CIMB NIAGA
8,0310305,CITIBANK
9,9500307,COMONWEALTH
10,0460307,DBS
11,5550018,INDEX SELINDO
12,,MANDIRI
13,4260448,MEGA
14,0480303,MIZUHO
15,0190017,PANIN
16,0139926,PERMATA
17,0470300,RESONA PERDANIA
18,0289928,OCBC NISP
19,0230016,UOB
20,0890016,RABOBANK
21,0110042,DANAMON
22,4510017,SYARIAH MANDIRI
23,NULL,HSBC
24,NULL,EKONOMI
