SysID	ItemNo	PartNo	PartName	IDCust	Image	IDProject	PackingType	PartTypeID	StdPack	FGLocation	QtyPerCar	SupplierID	CreateBy	IsActive	IsDelete	NameType	INSERT INTO BOM1 (SysID, ItemNo, PartNo, PartName, IDCust, Image, IDProject, PackingType, PartTypeID, StdPack, FGLocation, QtyPerCar, SupplierID, CreateBy, IsActive, IsDelete, NameType) VALUES 
SAI1700327	101	A121-97511	REINF. FR SEAT CUSHION RH (D01200200)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700327','101','A121-97511','REINF. FR SEAT CUSHION RH (D01200200)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700328	102	A122-97508	BRACKET FR SEAT CUSHION LH	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700328','102','A122-97508','BRACKET FR SEAT CUSHION LH','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700329	103	B403-97506	BRACKET S/A SEAT FRAME SET (1 BOLT,WELD)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700329','103','B403-97506','BRACKET S/A SEAT FRAME SET (1 BOLT,WELD)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700330	104	A163-97507-A	BKT FR SEAT BACK SUPPORT RH (D01205510)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700330','104','A163-97507-A','BKT FR SEAT BACK SUPPORT RH (D01205510)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700331	105	A157-97506-B	PANEL FR SEAT BACK SAFETY (D01201220)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700331','105','A157-97506-B','PANEL FR SEAT BACK SAFETY (D01201220)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700332	106	A157-97506-B	BRACKET FR SEAT SET NO. 2 (D01203000)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700332','106','A157-97506-B','BRACKET FR SEAT SET NO. 2 (D01203000)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700333	107	A397-97509	BRACKET RR SEAT LEG SUPPORT	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700333','107','A397-97509','BRACKET RR SEAT LEG SUPPORT','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700334	108	A339-97520	BRACKET RR SEAT CUSH LEG RR LH	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700334','108','A339-97520','BRACKET RR SEAT CUSH LEG RR LH','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700335	109	A111-97201	Panel Front Seat Cushion	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700335','109','A111-97201','Panel Front Seat Cushion','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700336	110	A337-97510	PLATE RR SEAT LEG (D01202700)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700336','110','A337-97510','PLATE RR SEAT LEG (D01202700)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700337	111	A163-97503	BRACKET FR SEAT BACK OUTSIDE (D01201600)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700337','111','A163-97503','BRACKET FR SEAT BACK OUTSIDE (D01201600)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700338	112	A121-97512	REINF. FR SEAT CUSHION RH (D01200310)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700338','112','A121-97512','REINF. FR SEAT CUSHION RH (D01200310)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700339	113	A416-97501-A	HANGER FR SEAT CUSH SPRING (D01203110)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700339','113','A416-97501-A','HANGER FR SEAT CUSH SPRING (D01203110)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700340	114	A337-97509	PLATE RR SEAT LEG (D01202600)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700340','114','A337-97509','PLATE RR SEAT LEG (D01202600)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700341	115	A122-87606	BRACKET, FR SEAT CUSH INNER	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700341','115','A122-87606','BRACKET, FR SEAT CUSH INNER','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700342	116	B751-97504	BRACKET SPRING SUPPORT (D01203900)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700342','116','B751-97504','BRACKET SPRING SUPPORT (D01203900)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700343	117	A163-97504	BRKT FR SEAT BACK SUPPORT ( D1201700 )	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700343','117','A163-97504','BRKT FR SEAT BACK SUPPORT ( D1201700 )','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700344	118	A334-97503	BRACKET RR SEAT CUSH LINK LH	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700344','118','A334-97503','BRACKET RR SEAT CUSH LINK LH','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700345	119	A254-87406	REINF. RR SEAT BACK LH (F01200200)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700345','119','A254-87406','REINF. RR SEAT BACK LH (F01200200)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700346	120	A347-97502	BRACKET RR SEAT LINK LH	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700346','120','A347-97502','BRACKET RR SEAT LINK LH','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700347	121	A164-97501-C	BKT FR SEAT BACK SUPPORT LH (D01205230)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700347','121','A164-97501-C','BKT FR SEAT BACK SUPPORT LH (D01205230)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700348	122	A218-97511-C	REINF. RR SEAT CUSH SIDE RH (D01201930)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700348','122','A218-97511-C','REINF. RR SEAT CUSH SIDE RH (D01201930)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700349	123	A339-97519	BRACKET RR SEAT CUSH LEG RR RH	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700349','123','A339-97519','BRACKET RR SEAT CUSH LEG RR RH','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700350	124	A161-97505	BRKT FR SEAT BACK ( D01201400 )	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700350','124','A161-97505','BRKT FR SEAT BACK ( D01201400 )','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700351	125	A122-97506	REINF. FR SEAT CUSHION LH (D01200600)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700351','125','A122-97506','REINF. FR SEAT CUSHION LH (D01200600)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700352	126	A219-97507	REINF. RR SEAT CUSH SIDE LH (D01202100)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700352','126','A219-97507','REINF. RR SEAT CUSH SIDE LH (D01202100)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700353	127	A243-97530	BRACKET RR SEAT LEG LINK	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700353','127','A243-97530','BRACKET RR SEAT LEG LINK','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700354	128	A224-87602	PATCH	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700354','128','A224-87602','PATCH','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700355	129	B515-97502	ARM RECLINING ADJUSTER RELEASE RH (D01203600)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700355','129','B515-97502','ARM RECLINING ADJUSTER RELEASE RH (D01203600)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700356	130	A121-97513	BRACKET FR SEAT CUSHION RH (D01200400)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700356','130','A121-97513','BRACKET FR SEAT CUSHION RH (D01200400)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700357	131	B516-97502	ARMREST ADJ RELEASE LH (D01206000)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700357','131','B516-97502','ARMREST ADJ RELEASE LH (D01206000)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700358	132	A154-97503 (RI)	REINF. FR SEAT BACK FRAME LH (D01201100)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700358','132','A154-97503 (RI)','REINF. FR SEAT BACK FRAME LH (D01201100)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700359	133	A322-97503-A	HINGE SEAT FEMALE (D01202510)	39	NULL	4		FG1	0		0	0	67	1	0	0	('SAI1700359','133','A322-97503-A','HINGE SEAT FEMALE (D01202510)','39',NULL,'4','','FG1','0','','0','0','67','1','0',0),
SAI1700360	134	63220-77M00	STRENGTH COMP, SIDE SILL, R	39	NULL	4		FG1	0		0	0	67	1	1	0	('SAI1700360','134','63220-77M00','STRENGTH COMP, SIDE SILL, R','39',NULL,'4','','FG1','0','','0','0','67','1','1',0),
SAI1700208	4	3127010100	DRVE PLATE (O9G)	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700208','4','3127010100','DRVE PLATE (O9G)','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700209	5	7506768000	DRVN PLATE	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700209','5','7506768000','DRVN PLATE','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700210	6	1001185010T	CLUTCH COVER ( D38 LOGO D )	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700210','6','1001185010T','CLUTCH COVER ( D38 LOGO D )','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700211	7	3110020220	SH PLATE B (LAMA)	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700211','7','3110020220','SH PLATE B (LAMA)','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700212	8	3114020250	SH PLATE E (LAMA)	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700212','8','3114020250','SH PLATE E (LAMA)','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700213	9	3114020250	SH PLATE E (LAMA)	35	NULL	4		FG3	0		0	0	67	1	1	0	('SAI1700213','9','3114020250','SH PLATE E (LAMA)','35',NULL,'4','','FG3','0','','0','0','67','1','1',0),
SAI1700214	10	3118020230	SH PLATE C (01W)	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700214','10','3118020230','SH PLATE C (01W)','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700215	11	3B36010110	DRVE PLATE (X45)	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700215','11','3B36010110','DRVE PLATE (X45)','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700216	12	3118020220	SH PLATE B (01W)	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700216','12','3118020220','SH PLATE B (01W)','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700217	13	3118020240	SH PLATE D (01W)	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700217','13','3118020240','SH PLATE D (01W)','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700218	14	3114020230	SH PLATE C (LAMA)	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700218','14','3114020230','SH PLATE C (LAMA)','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700219	15	3239030000	OUTER COVER	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700219','15','3239030000','OUTER COVER','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700220	16	1001185000T	C COVER(TANPA LOGO)	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700220','16','1001185000T','C COVER(TANPA LOGO)','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700221	17	3239010000	CL OUTER	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700221','17','3239010000','CL OUTER','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700222	18	1001569001T	C COVER (CARRY)	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700222','18','1001569001T','C COVER (CARRY)','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700223	19	1001485001L	CLUTCH COVER(FUTURA)	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700223','19','1001485001L','CLUTCH COVER(FUTURA)','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700224	20	3110020210	SH PLATE A(LAMA)	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700224','20','3110020210','SH PLATE A(LAMA)','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700225	21	3118020210	SH PLATE A (01W)	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700225','21','3118020210','SH PLATE A (01W)','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700226	22	3118020250	SH PLATE E (01W)	35	NULL	4		FG3	0		0	0	67	1	0	0	('SAI1700226','22','3118020250','SH PLATE E (01W)','35',NULL,'4','','FG3','0','','0','0','67','1','0',0),
SAI1700001	1	5251D430	REINF,BACKBONE LWR	549	NULL	10009	PALLET 6605	FG3	100	LOCATE A	1	0	67	1	1	NULL	('SAI1700001','1','5251D430','REINF,BACKBONE LWR','549',NULL,'10009','PALLET 6605','FG3','100','LOCATE A','1','0','67','1','1',NULL),
SAI1700002	2	5220K733	REINF.ASS''Y FR S/MBR RR UPR LH	549	NULL	10009		FG1	100		1	0	67	1	1	NULL	('SAI1700002','2','5220K733','REINF.ASS''Y FR S/MBR RR UPR LH','549',NULL,'10009','','FG1','100','','1','0','67','1','1',NULL),
SAI1700003	1	1001185010L	CLUTCH COVER ( D38 LOGO D )	35	NULL	4	A	FG1	10	LOCATE A	1	0	67	1	0	NULL	('SAI1700003','1','1001185010L','CLUTCH COVER ( D38 LOGO D )','35',NULL,'4','A','FG1','10','LOCATE A','1','0','67','1','0',NULL),
SAI1700004	2	CONTOH 123	CONTOH	35	NULL	4	PALLET A	FG1	100	A	1	0	67	1	1	NULL	('SAI1700004','2','CONTOH 123','CONTOH','35',NULL,'4','PALLET A','FG1','100','A','1','0','67','1','1',NULL),
SAI1700005	1	DVSD	SDVSD	95	NULL	3		FG2	0		1	0	67	1	1	NULL	('SAI1700005','1','DVSD','SDVSD','95',NULL,'3','','FG2','0','','1','0','67','1','1',NULL),
SAI1700006	1	MZ331016	AUDIO DOUBLE DIN	0	NULL	4		FG1	0		1	0	67	1	0	NULL	('SAI1700006','1','MZ331016','AUDIO DOUBLE DIN','0',NULL,'4','','FG1','0','','1','0','67','1','0',NULL),
SAI1700007	3	TES	TOS	35	NULL	5		FG1	0		1	0	67	1	1	NULL	('SAI1700007','3','TES','TOS','35',NULL,'5','','FG1','0','','1','0','67','1','1',NULL),
SAI1700008	3	5251D430	REINF,BACKBONE LWR	549	NULL	10009	PTYPE S	FG3	60	CORIDOR AB	1	0	67	1	1	NULL	('SAI1700008','3','5251D430','REINF,BACKBONE LWR','549',NULL,'10009','PTYPE S','FG3','60','CORIDOR AB','1','0','67','1','1',NULL),
SAI1700009	1	5251D430	REINF,BACKBONE LWR	549	NULL	10009	PTYPE S	FG3	60	CORIDOR AB	1	0	50509	1	1	NULL	('SAI1700009','1','5251D430','REINF,BACKBONE LWR','549',NULL,'10009','PTYPE S','FG3','60','CORIDOR AB','1','0','50509','1','1',NULL),
SAI1700010	2	5251D430	REINF,BACKBONE LWR	549	NULL	10009	PTYPE S	FG3	60	CORIDOR AB	1	0	50509	1	1	NULL	('SAI1700010','2','5251D430','REINF,BACKBONE LWR','549',NULL,'10009','PTYPE S','FG3','60','CORIDOR AB','1','0','50509','1','1',NULL),
SAI1700011	1	5251D430	REINF,BACKBONE LWR	549	NULL	10009	PTYPE S	FG3	60		1	0	50509	1	1	NULL	('SAI1700011','1','5251D430','REINF,BACKBONE LWR','549',NULL,'10009','PTYPE S','FG3','60','','1','0','50509','1','1',NULL),
SAI1700012	2	5251D430	REINF,BACKBONE LWR	549	NULL	10009	PTYPE S	FG3	60		1	0	50509	1	1	NULL	('SAI1700012','2','5251D430','REINF,BACKBONE LWR','549',NULL,'10009','PTYPE S','FG3','60','','1','0','50509','1','1',NULL),
SAI1700013	1	5251D430	REINF,BACKBONE LWR	549	NULL	10009	PTYPE S	FG3	60		1	0	50509	1	1	NULL	('SAI1700013','1','5251D430','REINF,BACKBONE LWR','549',NULL,'10009','PTYPE S','FG3','60','','1','0','50509','1','1',NULL),
SAI1700014	2	5220K733	REINF ASSY,FR S/MBR,RR UPR LH	549	NULL	10009	PTYPE S	FG3	60		1	0	50509	1	1	NULL	('SAI1700014','2','5220K733','REINF ASSY,FR S/MBR,RR UPR LH','549',NULL,'10009','PTYPE S','FG3','60','','1','0','50509','1','1',NULL),
SAI1700015	1	5251D430	REINF,BACKBONE LWR	549	NULL	10009	PTYPE S	FG3	45	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700015','1','5251D430','REINF,BACKBONE LWR','549',NULL,'10009','PTYPE S','FG3','45','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700016	2	5220K733	REINF ASSY,FR S/MBR,RR UPR LH	549	NULL	10009	PTYPE S	FG3	30	CORIDOR AB	1	0	67	1	0	0	('SAI1700016','2','5220K733','REINF ASSY,FR S/MBR,RR UPR LH','549',NULL,'10009','PTYPE S','FG3','30','CORIDOR AB','1','0','67','1','0',0),
SAI1700017	3	5220K734	REINF ASSY,FR S/MBR,RR UPR RH	549	NULL	10009	PTYPE S	FG3	30	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700017','3','5220K734','REINF ASSY,FR S/MBR,RR UPR RH','549',NULL,'10009','PTYPE S','FG3','30','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700018	4	5251D432	REINF ASSY,BACKBONE	549	NULL	10009	PTYPE S	FG3	20	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700018','4','5251D432','REINF ASSY,BACKBONE','549',NULL,'10009','PTYPE S','FG3','20','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700019	5	5253BH43	BRKTASSY, FR SEAT SIDE,RR    LH	549	NULL	10009	PTYPE S	FG3	20	CORIDOR AB	0	0	50509	1	0	NULL	('SAI1700019','5','5253BH43','BRKTASSY, FR SEAT SIDE,RR    LH','549',NULL,'10009','PTYPE S','FG3','20','CORIDOR AB','0','0','50509','1','0',NULL),
SAI1700020	6	5253BH44	BRKT ASSY, FR SEAT SIDE,RR   RH	549	NULL	10009	PTYPE S	FG3	20	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700020','6','5253BH44','BRKT ASSY, FR SEAT SIDE,RR   RH','549',NULL,'10009','PTYPE S','FG3','20','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700021	7	5253AG85	C/MBR ASSY,RR FLOOR (A)	549	NULL	10009	PTYPE S	FG3	45	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700021','7','5253AG85','C/MBR ASSY,RR FLOOR (A)','549',NULL,'10009','PTYPE S','FG3','45','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700022	8	5253AD61	C/MBR ASSY,RR SEAT	549	NULL	10009	PTYPE L	FG3	15	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700022','8','5253AD61','C/MBR ASSY,RR SEAT','549',NULL,'10009','PTYPE L','FG3','15','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700023	9	5253AG89	S/MBR ASSY,RR FLOOR LH	549	NULL	10009	SP	FG3	6	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700023','9','5253AG89','S/MBR ASSY,RR FLOOR LH','549',NULL,'10009','SP','FG3','6','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700024	10	5253AG90	S/MBR ASSY,RR FLOOR RH	549	NULL	10009	SP	FG3	6	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700024','10','5253AG90','S/MBR ASSY,RR FLOOR RH','549',NULL,'10009','SP','FG3','6','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700025	11	5253AL32	C/MBR,ASSY R/FLR(B)	549	NULL	10009	PTYPE M	FG3	30	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700025','11','5253AL32','C/MBR,ASSY R/FLR(B)','549',NULL,'10009','PTYPE M','FG3','30','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700026	12	5253AL46	EXT,ASSY RR FLOOR	549	NULL	10009	SP	FG3	20	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700026','12','5253AL46','EXT,ASSY RR FLOOR','549',NULL,'10009','SP','FG3','20','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700027	13	5253AD65	C/MBR,ASSY,RR FLR END	549	NULL	10009	PTYPE M	FG3	30	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700027','13','5253AD65','C/MBR,ASSY,RR FLR END','549',NULL,'10009','PTYPE M','FG3','30','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700028	14	5253AJ82	C/MBR, R/FLR(C)	549	NULL	10009	PTYPE M	FG3	90	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700028','14','5253AJ82','C/MBR, R/FLR(C)','549',NULL,'10009','PTYPE M','FG3','90','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700029	15	5257A810	BRKT ASSY,RR SHIPPING HOOK	549	NULL	10009	PTYPE S	FG3	20	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700029','15','5257A810','BRKT ASSY,RR SHIPPING HOOK','549',NULL,'10009','PTYPE S','FG3','20','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700030	16	5253AJ62	BRKT,3RD SEAT, SIDE RR RH	549	NULL	10009		FG3	0		1	0	50509	1	1	NULL	('SAI1700030','16','5253AJ62','BRKT,3RD SEAT, SIDE RR RH','549',NULL,'10009','','FG3','0','','1','0','50509','1','1',NULL),
SAI1700031	16	5253AJ61	BRKT,3RD SEAT, SIDE RR LH	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700031','16','5253AJ61','BRKT,3RD SEAT, SIDE RR LH','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700032	17	5253AJ62	BRKT,3RD SEAT, SIDE RR RH	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700032','17','5253AJ62','BRKT,3RD SEAT, SIDE RR RH','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700033	18	5253AK94	BRKT, SPARE TIRE	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700033','18','5253AK94','BRKT, SPARE TIRE','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700034	19	5253AJ90	REINF ASSY, 3RD SEAT,BELT, CTR	549	NULL	10009	PTYPE S	FG3	150	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700034','19','5253AJ90','REINF ASSY, 3RD SEAT,BELT, CTR','549',NULL,'10009','PTYPE S','FG3','150','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700035	20	5253AL09	REINF,2ND SEAT STRIKKER,INR	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700035','20','5253AL09','REINF,2ND SEAT STRIKKER,INR','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700036	21	5253AU33	BRKT,3RD SEAT,SIDE FR LH	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700036','21','5253AU33','BRKT,3RD SEAT,SIDE FR LH','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700037	22	5253AU34	BRKT,3RD SEAT,SIDE FR RH	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700037','22','5253AU34','BRKT,3RD SEAT,SIDE FR RH','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700038	23	5290D311	RAIL,ROOF SIDE INR LH	549	NULL	10009	PTYPE L	FG3	72	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700038','23','5290D311','RAIL,ROOF SIDE INR LH','549',NULL,'10009','PTYPE L','FG3','72','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700039	24	5290D312	RAIL,ROOF SIDE INR RH	549	NULL	10009	PTYPE L	FG3	72	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700039','24','5290D312','RAIL,ROOF SIDE INR RH','549',NULL,'10009','PTYPE L','FG3','72','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700040	25	5230G217	FRAME,UPR OTR   LH	549	NULL	10009	TYPE S	FG3	20	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700040','25','5230G217','FRAME,UPR OTR   LH','549',NULL,'10009','TYPE S','FG3','20','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700041	26	5230G218	FRAME,UPR OTR   RH	549	NULL	10009	TYPE S	FG3	20	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700041','26','5230G218','FRAME,UPR OTR   RH','549',NULL,'10009','TYPE S','FG3','20','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700042	27	5305A769	PANEL ASSY,RR W / HSE INR LH	549	NULL	10009	PYTYPE L	FG3	15	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700042','27','5305A769','PANEL ASSY,RR W / HSE INR LH','549',NULL,'10009','PYTYPE L','FG3','15','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700043	28	5305A770	PANEL ASSY,RR W / HSE INR RH	549	NULL	10009	PTYPE L	FG3	15	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700043','28','5305A770','PANEL ASSY,RR W / HSE INR RH','549',NULL,'10009','PTYPE L','FG3','15','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700044	29	5313B265	REINF ASSY, RR PILLAR LH	549	NULL	10009	PTYPE M	FG3	20	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700044','29','5313B265','REINF ASSY, RR PILLAR LH','549',NULL,'10009','PTYPE M','FG3','20','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700045	30	5313B266	REINF ASSY, RR PILLAR RH	549	NULL	10009	PTYPE M	FG3	20	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700045','30','5313B266','REINF ASSY, RR PILLAR RH','549',NULL,'10009','PTYPE M','FG3','20','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700046	31	5220K750	BRKT,FR FENDER	549	NULL	10009		FG3	0	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700046','31','5220K750','BRKT,FR FENDER','549',NULL,'10009','','FG3','0','CORIDOR AB','1','0','50509','1','0',NULL),
SAI1700047	32	5301H415	PANEL ASY QTR INR LWR FR LH	549	NULL	10009	PTYPE S	FG3	18	CORIDOR AB	1	0	50509	1	0	NULL	('SAI1700047','32','5301H415','PANEL ASY QTR INR LWR FR LH','549',NULL,'10009','PTYPE S','FG3','18','CORIDOR AB','1','0','50509','1','0',NULL),
