SAI1700230-2,0,0,0,SAI1700230,A243-87406-R,BRACKET RR SEAT LEG,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1205,,0,NULL
SAI1700231-2,0,0,0,SAI1700231,A334-87410-R,GUIDE CTR SEAT,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1206,,0,NULL
SAI1700232-2,0,0,0,SAI1700232,A462-87402-R,BRACKET RR SEAT CUSHION RR CTR,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1207,,0,NULL
SAI1700233-2,0,0,0,SAI1700233,B267-87401-R,PLATE SEAT TRACK,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1208,,0,NULL
SAI1700234-2,0,0,0,SAI1700234,B801-87405-R,FRAME S/A FR SEAT CTR ARMREST,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1209,,0,NULL
SAI1700235-2,0,0,0,SAI1700235,B106-87405-R,RAIL S/A SEAT TRACK UPR LH (D30D),3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1210,,0,NULL
SAI1700236-2,0,0,0,SAI1700236,71304-BZ060-R,HINGE S/A RR NO.2 SEAT LH,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1211,,0,NULL
SAI1700237-2,0,0,0,SAI1700237,A339-87404 (B120610)-R,BRKT RR SEAT CUSH LEG RH (B120610),3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1212,,0,NULL
SAI1700238-2,0,0,0,SAI1700238,B125-87401-R,PLATE SEAT TRACK OUTER LWR (B121200),3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1213,,0,NULL
SAI1700239-2,0,0,0,SAI1700239,A207-87602-R,BRACKET S/A RR SEAT STOPPER LH,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1214,,0,NULL
SAI1700240-2,0,0,0,SAI1700240,71303-BZ070-R,HINGE S/A RR NO.2 SEAT RH,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1215,,0,NULL
SAI1700241-2,0,0,0,SAI1700241,A243-97531-R,BRACKET RR SEAT LEG (INNER) (SGS),3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1216,,0,NULL
SAI1700242-2,0,0,0,SAI1700242,A219-87402-R,REINF. RR SEAT CUSHION FR LH (B120300E072176D),3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1217,,0,NULL
SAI1700243-2,0,0,0,SAI1700243,B778-87601-R,PLATE RR SEAT RECLINING LWR ARM LH,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1218,,0,NULL
SAI1700244-2,0,0,0,SAI1700244,A111-87407-R,FRAME FR SEAT CUSHION,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1219,,0,NULL
SAI1700245-2,0,0,0,SAI1700245,A308-87404-R,LEG SUB ASSY RR SEAT RH,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1220,,0,NULL
SAI1700023-27,0,57,0,SAI1700023,5253B675,REINF,JACK,2,PC1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,909,,0,NULL
SAI1700218-1,0,2,0,SAI1700218,3114020230,SH PLATE C (LAMA),2,PC1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1038,,0,NULL
SAI1700219-1,0,2,0,SAI1700219,3239030000,OUTER COVER,2,PC1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1039,,0,NULL
SAI1700223-2,0,0,0,SAI1700223,1001485001L-R,CLUTCH COVER(FUTURA),3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1064,,0,NULL
SAI1700350-1,0,1,0,SAI1700350,A161-97505,BRKT FR SEAT BACK ( D01201400 ),2,PC1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1193,,0,NULL
SAI1700246-2,0,0,0,SAI1700246,A362-97502-B-R,BRACKET FR SEAT SET NO.2 (D01202920),3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1221,,0,NULL
SAI1700247-2,0,0,0,SAI1700247,A121-97257-R,BRACKET FR SEAT CUSHION RH,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1222,,0,NULL
SAI1700248-2,0,0,0,SAI1700248,A309-87405-R,LEG SUB ASSY RR SEAT LH,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1223,,0,NULL
SAI1700249-2,0,0,0,SAI1700249,A243-97528-R,BRACKET RR SEAT LEG INNER,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1224,,0,NULL
SAI1700250-2,0,0,0,SAI1700250,A243-97532-R,BRACKET RR SEAT LEG (OUTER) (SGS),3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1225,,0,NULL
SAI1700252-2,0,0,0,SAI1700252,B142-87401-R,BRKT FR OUTER SEAT TRACK LWR FR LH   (B121400),3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1227,,0,NULL
SAI1700253-2,0,0,0,SAI1700253,A339-87405 (B120710)-R,BRKT RR SEAT CUSH LEG LH (B120710),3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1228,,0,NULL
SAI1700254-2,0,0,0,SAI1700254,B105-87406-R,RAIL S/A SEAT TRACK LWR (TMC),3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1229,,0,NULL
SAI1700255-2,0,0,0,SAI1700255,B777-87601-R,PLATE RR SEAT RECLINING LWR ARM RH,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1230,,0,NULL
SAI1700256-2,0,0,0,SAI1700256,A122-97507-R,REINF. FR SEAT CUSHION LH (D01200700),3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1231,,0,NULL
SAI1700257-2,0,0,0,SAI1700257,A206-87603-R,BRACKET S/A RR SEAT STOPPER RH,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1232,,0,NULL
SAI1700258-2,0,0,0,SAI1700258,B513-87602-R,PLATE RECLINING UPR ARM RH,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1233,,0,NULL
SAI1700259-2,0,0,0,SAI1700259,A122-97509-R,BRACKET FR SEAT CUSHION LH (D01200900),3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1234,,0,NULL
SAI1700260-2,0,0,0,SAI1700260,A163-97502-R,BRACKET FR SEAT BACK OUTSIDE,3,RM1,0,0,,0,0,0,0,0,0,NULL,0,NULL,,0,1,0,,,1,1,0,NULL,NULL,0,NULL,NULL,1235,,0,NULL
