1,1,Karawang,Jl. Surotokunto Dusun Krajan I,Karawang,41313,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,95,TAMBUN II,Jl. P Diponegoro KM. 38.2,Tambun,13330,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,21,NULL,Jl. By Pass Pangkal Perjuangan 98 RT 05 RW 15 Tanjung Pura,KARAWANG,41316,INDONESIA,NULL,NULL,NULL,NULL,NULL,0267-415815,NULL
19,39,Kawasan KIIC,Jl. Maligi VIII Lot S-6,Karawang Barat,41361,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,39,SGS,Jl. Industri Selatan II Blok LL No.2A Kawasan Industri Jababeka II,Cikarang,Bekasi,17530,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,67,NULL,Jl. Raya Cikarang Karawang Km. 29 No. 28 Rt.04/01 Tanjung B Cikarang Timur - Bekasi , Indonesia,Bekasi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,95,Cakung,Jl. Raya Penggilingan,Jakarta,NULL,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,95,KRM,Jl. Raya Bekasi KM 21-22,Pulogadung,NULL,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,76,Pulogadung,Jl. Raya Bekasi Km. 21-22, Pulo Gadung,Jakarta,13920,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,76,PPM,Karawang,Karawang,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,98,Kawasan KIIC,Jl. Maligi IV lot K-1 E1, Kawasan KIIC,Karawang,41361,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27,11,pondok ungu,Jl. Raya bekasi Km.27PD.Ungu,RT007/006 Medan Satria-Medan Satria,Bekasi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,35,KIIC,JL. PERMATA V LOT EE-3 KAWASAN INDUSTRI KIIC,KARAWANG,41361,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,103,KIIC,Jl. Permata Raya Lot DD-1, Kawasan Industri - KIIC,Karawang,NULL,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,215,Rasuna Tower,Apartemen Taman Rasuna Tower 15 LDB, KT01 Jalan HR Rasuna Said Kuningan,Jakarta Selatan,12960,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,92,KARAWANG,Kawasan KIIC Jl. Permata Raya Lot C-1b,KARAWANG,41361,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,92,PULOGADUNG,Jl. Swadaya 4 RT 014/004,Rawa Terate,JAKARTA TIMUR,13920,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,73,DEPOK,Jl. Raya Bogor KM.30 Sukamaju Baru, CIMANGGIS, DEPOK,BOGOR,16591,INDONESIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,72,JABABEKA,Kawasan Industri Jababeka Raya, Blok W 17-20, Cikarang,BEKASI,17530,INDONESIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,72,KARAWANG TIMUR,Kawasan Industri MITRA KERAWANG JAYA Plot D18-20,Jalan Mitra Timur 2 Desa Parung Mulya Kec. Ciampel,KARAWANG,NULL,INDONESIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,41,Rorotan - Cilincing,PT. NYK Puninar Logistics Indonesia. Jl Inspeksi Kirana KM. 20, Rorotan Cilincing,Jakarta Utara,14140,Indonesia,NULL,NULL,NULL,NULL,NULL,021-30406800,021-8849331
37,9,KIIC,JL. Pertmata Raya Lot FF 5 Kawasan Industri KIIC Teluk Jambe Timur Karawang Jawa Barat,KARAWANG,41361,INDONESIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,27,BEKASI,Jl. Diponegoro KM.38.2,Kelurahan Jatimulya Kec. Tambun Selatan,BEKASI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,68,Tambun Selatan,Jl. Diponegoro KM.38 No.107 Jati Mulya,Bekasi,NULL,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,82,NULL,Kawasan Industri MM2100 , blok H-4-1 ganda mekar,cikarang barat,Bekasi,17520,Indonesia,NULL,NULL,NULL,NULL,NULL,(021)898-0771,(021)898-0775
42,95,Cikarang Pusat,Kawasan Industri GIIC, Blok AC No.1 Cikarang Pusat,Bekasi,17530,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,27,CIKARANG PUSAT,KAWASAN GIIC DELTAMAS BLOK AC NO.1 DESA SUKAMAHI KEC. CIKARANG PUSAT - KAB. BEKASI,BEKASI,NULL,INDONESIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,329,Cikarang,Delta Silicon 1,Bekasi,NULL,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
