45,95,National Assembler,Jl. Raya Bekasi KM 18,Bekasi,NULL,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,403,NULL,Jl. Toll Jakarta-Cikampek KM 47 KIIC Lot A-7/4,KARAWANG,41361,INDONESIA,NULL,NULL,NULL,NULL,NULL,021-8902550,021-8902552
47,41,Bekasi,Jl. Raya Bekasi Km. 27 RT.007/RW.006 Pondok Ungu Medan Satria - Kota Bekasi,Bekasi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,437,NULL,Jl.Harapan Raya Lot JJ-2B,Kawasan Industri KIIC,Karawang,41361,Indonesia,NULL,NULL,NULL,NULL,NULL,(021)891140156,(021)29369983
49,132,Jakarta,Jl. Raya Pulo Gebang Rt 012 Rw 006 Pulo Gebang, Cakung,Jakarta Timur,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,448,KARAWANG,Jl. Mitra Utara II, Kawasan Industri Mitra Karawang (KIM), Desa Parung Mulya Kec.Ciampel - Karawang,Karawang,NULL,Indonesia,NULL,NULL,NULL,NULL,NULL,(62) 0267 440777,(62) 0267 440563
51,486,KHANHAM UTHAI,61 M.9 ROJANA INDUSTRIAL PARK ZONE 2,AYUTTHAYA,1320,THAILAND,NULL,NULL,NULL,NULL,NULL,(035) 746-521-7,(035) 746-530
52,481,NULL,JL.LOGISTIK NO 59 RT 004/004 TUGU SELATAN KOTA JAKARTA UTARA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,523,NULL,Jl.Greenland I Blok AF No.55 Kota Delta Mas Cikarang Pusat,Bekasi,17530,Bekasi,NULL,NULL,NULL,NULL,NULL,021-8997 3235-36,021 8997 3234
54,448,SUNTER II,Jl. Gaya Motor 1 Sunter II Sungai Bamboo Tanjung Priok - Jakarata Utara,Jakarta Utara,NULL,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55,549,PT. PJPT SENOPATI,Jl. H.Wahab Affan KM.28,Pondok Ungu,Bekasi Barat 17132,Bekasi barat,17132,Indonesia,NULL,NULL,NULL,NULL,NULL,081287710135,NULL
56,561,NULL,DUSUN II KP.SUKASARI RT01 RW04 KUTAMEKAR CIAMPEL KARAWANG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57,95,TAMBUN I,Jl. P Diponegoro KM 38.2,Bekasi,17510,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,549,PT.PJPT SENOPATI,Jl. Raya Bekasi KM 26.5  Cakung,Jakarta Timur,Jakarta Timur,NULL,Indonesia,NULL,NULL,NULL,NULL,NULL,081287710335,NULL
59,549,GIIC,Kawasan Greenland International,Blok CH No.01 Kota Deltamas Desa Pasirranji Kecamatan Cikarang Pusat,Cikarang Pusat,17530,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,549,GIIC,Kawasan GIIC,Blok CH no. 03 Kota Deltamas Desa Pasirranji Kecamatan Cikarang Pusat,Cikarang Pusat,17530,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,635,Jl. Karya Logam,Jl. Karya Logam Ds. Jatimulya Tambun-Bekasi 17510,Bekasi,17510,Indonesia,NULL,NULL,NULL,NULL,NULL,021-8812448,021-8801491
64,645,Parungmulya, Ciampel,Jl. Harapan VIII Lot LL-16 Kawasan Industri KIIC,Karawang,41361,Indonesia,NULL,NULL,NULL,NULL,NULL,0267 8643 120-21,0267 8643 122
66,549,GIIC,Kawasan GIIC,Blok CI No.03 Deltamas,Cikrang Pusat,17530,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,448,BLSI - HKPATI,Jl. Inspeksi Tarum Lancar Barat ( Depan Peruri ) Desa Parung Mulya, Ciampel,Karawang,NULL,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,448,BLSI - DUNEX,KIM Karawang, Jl. Mitra Raya Timur I Blok D40-47, Parungmulya, Ciampel,Karawang,41363,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,448,ALOZ,KIM Karawang, Jl. Mitra Raya II Blok L3-4, Parungmulya, Ciampel,Karawang,41363,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,669,NULL,Mid Plaza 1,6th floor jl.jend. sudirman kav.10-11 Jakarta,Jakarta,10220,Indonesia,NULL,NULL,NULL,NULL,NULL,021-57907022,021-57907033,57907055
71,691,Jababeka,Kawasan Industri Jababeka I Jl. Jababeka X Blok F No. 5 Cikarang,Cikarang,13940,Indonesia,NULL,NULL,NULL,NULL,NULL,021-4602565,021-4602571
72,708,Sunter,Jl Danau Sunter Utara Blok O-3 Kav 30 Sunter,Jakarta,14330,Indonesia,NULL,NULL,NULL,NULL,NULL,+62-21-650 1000,-62-21-651 7777
73,448,YOROZU,JI. Mitra Barat III Blok L6 - 8, Ciampel, Parungmulya, Ciampel, Kabupaten Karawang, Jawa Barat,Karawang,41363,Indonesia,NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,448,Gudang HPM Parts,Jl. Mitra Raya I, Blok B 1-10A, HPM PARTS WH, KIM,Karawang,41363,Indonesia,NULL,NULL,NULL,NULL,NULL,0267-8610072,0267-8610062
75,777,Cikarang barat,Jl. Madura Blok L 17,Bekasi,17520,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76,708,Karawang,Jl Surya Utama Kav. I-66-DEIJ Surya Cipta of Industry,Karawang,41361,Indonesia,NULL,NULL,NULL,NULL,NULL,+62-21-650 1000,+62-21-651 777
77,793,CIBITUNG,MM2100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,798,kawasan GIIC,kawasan greenland international industrial center blok AA no.18,deltamas,NULL,Bekasi,NULL,NULL,NULL,NULL,NULL,+62-21-50554-6991,+62-21-50554-693
79,806,NULL,Jl. Pulo Gadung Raya Kav.39 Kawasan I Industri Pulo Gadung,Jakarta,13930,Indonesia,NULL,NULL,NULL,NULL,NULL,021-4615908,NULL
95,760,polres,Karawang Baru ,Karawang,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
96,758,tes,tes,tes,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,758,aa,aaa,aaa,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
