1,2,1,NULL,0
2,2,2,NULL,0
3,2,3,NULL,41240939079
4,2,4,NULL,0
5,2,5,NULL,0
6,2,6,NULL,0
7,2,7,NULL,0
8,2,8,NULL,0
9,2,9,NULL,0
10,2,10,NULL,0
11,2,11,NULL,0
12,2,12,NULL,0
13,2,13,NULL,0
14,2,14,NULL,0
15,2,15,NULL,0
16,2,16,NULL,0
17,2,17,NULL,0
18,2,18,NULL,0
19,2,19,NULL,0
20,2,20,NULL,0
21,2,21,NULL,0
22,2,22,NULL,0
23,2,23,NULL,0
24,2,24,NULL,0
25,2,25,NULL,0
26,2,26,NULL,0
27,2,27,NULL,0
28,2,28,NULL,0
29,2,29,NULL,0
30,2,30,NULL,0
31,2,31,NULL,0
32,2,32,NULL,0
33,2,33,NULL,0
34,2,34,NULL,0
35,2,35,NULL,0
36,2,36,NULL,0
37,2,37,NULL,0
38,2,38,NULL,0
39,2,39,NULL,0
40,2,40,NULL,0
41,2,41,NULL,0
42,2,42,NULL,0
43,2,43,NULL,0
44,2,44,NULL,0
45,2,45,NULL,0
46,2,46,NULL,0
47,2,47,NULL,0
48,2,48,NULL,0
49,2,49,NULL,0
50,2,50,NULL,0
51,2,51,NULL,0
52,2,52,NULL,0
53,2,53,NULL,0
54,2,54,NULL,0
55,2,55,NULL,0
56,2,56,NULL,650005000
57,2,57,NULL,0
58,2,58,NULL,0
59,2,59,NULL,0
60,2,60,NULL,0
61,2,61,NULL,0
62,2,62,NULL,0
63,2,63,NULL,0
64,2,64,NULL,0
65,2,65,NULL,0
66,2,66,NULL,0
67,2,67,NULL,0
68,2,68,NULL,0
69,2,69,NULL,0
70,2,70,NULL,403093879
71,2,71,NULL,384442882
72,2,72,NULL,0
73,2,73,NULL,0
74,2,74,NULL,0
75,2,75,NULL,0
76,2,76,NULL,0
77,2,77,NULL,308455342
78,2,78,NULL,0
79,2,79,NULL,0
80,2,80,NULL,14374000
81,2,81,NULL,0
82,2,82,NULL,0
83,2,83,NULL,3085400000
84,2,84,NULL,0
85,2,85,NULL,0
86,2,86,NULL,219300000
87,2,87,NULL,9200000
88,2,88,NULL,0
89,2,89,NULL,0
90,2,90,NULL,0
91,2,91,NULL,350000000
92,2,92,NULL,0
93,2,93,NULL,0
94,2,94,NULL,0
95,2,95,NULL,234725000
96,2,96,NULL,0
97,2,97,NULL,0
98,2,98,NULL,204000000
99,2,99,NULL,370150000
100,2,100,NULL,70015000
101,2,101,NULL,120000000
102,2,102,NULL,500000000
103,2,103,NULL,0
104,2,104,NULL,0
105,2,105,NULL,0
106,3,2,NULL,0
107,3,21,NULL,0
108,3,22,NULL,0
109,3,24,NULL,0
534,9,101,NULL,5400000
111,3,25,NULL,1062668950
112,3,56,NULL,0
113,3,57,NULL,0
114,3,58,NULL,175000000
115,3,59,NULL,0
116,3,60,NULL,0
117,3,61,NULL,0
118,3,62,NULL,0
119,3,63,NULL,0
120,3,70,NULL,0
121,3,71,NULL,0
122,3,77,NULL,0
123,3,78,NULL,0
124,3,82,NULL,0
125,3,83,NULL,833345900
126,3,84,NULL,0
127,3,85,NULL,3381556309
128,3,86,NULL,0
129,3,87,NULL,15000000
130,3,88,NULL,6000000
131,3,89,NULL,0
132,3,90,NULL,0
133,3,91,NULL,0
134,3,92,NULL,0
135,3,96,NULL,0
136,3,97,NULL,0
137,4,24,NULL,0
138,4,56,NULL,0
139,4,57,NULL,0
140,4,58,NULL,0
141,4,59,NULL,0
142,4,60,NULL,0
143,4,61,NULL,0
144,4,62,NULL,0
145,4,63,NULL,0
146,4,70,NULL,0
147,4,71,NULL,1280000
148,4,72,NULL,0
149,4,77,NULL,0
150,4,78,NULL,0
151,4,82,NULL,0
152,4,83,NULL,0
153,4,84,NULL,0
154,4,85,NULL,0
155,4,86,NULL,0
156,4,87,NULL,0
157,4,88,NULL,3000000
158,4,89,NULL,0
159,4,90,NULL,0
160,4,91,NULL,0
161,4,92,NULL,0
162,4,96,NULL,0
163,4,97,NULL,0
164,4,105,NULL,0
165,5,2,NULL,0
166,5,24,NULL,38400000
167,5,56,NULL,0
168,5,57,NULL,0
169,5,58,NULL,0
170,5,59,NULL,0
171,5,60,NULL,0
172,5,61,NULL,0
173,5,62,NULL,0
174,5,63,NULL,0
175,5,70,NULL,0
176,5,71,NULL,0
177,5,77,NULL,54000000
178,5,78,NULL,0
179,5,79,NULL,35550000
180,5,82,NULL,0
181,5,83,NULL,18000000
182,5,84,NULL,958020000
183,5,85,NULL,0
184,5,86,NULL,0
185,5,87,NULL,7750000
186,5,88,NULL,0
187,5,89,NULL,0
188,5,90,NULL,0
189,5,91,NULL,0
190,5,92,NULL,0
191,5,96,NULL,0
192,5,97,NULL,0
193,6,1,NULL,124847424915
194,6,2,NULL,2753987314
195,6,24,NULL,0
196,6,53,NULL,4957177166
197,6,54,NULL,917995771
198,6,55,NULL,3671983086
199,6,56,NULL,0
200,6,57,NULL,0
201,6,58,NULL,0
202,6,59,NULL,0
203,6,60,NULL,0
204,6,61,NULL,0
205,6,62,NULL,0
206,6,63,NULL,0
207,6,68,NULL,0
208,6,70,NULL,0
209,6,71,NULL,0
210,6,77,NULL,0
211,6,78,NULL,0
212,6,82,NULL,0
213,6,83,NULL,102900000
214,6,84,NULL,312770039
215,6,85,NULL,0
216,6,86,NULL,2000000
217,6,87,NULL,0
218,6,88,NULL,12000000
219,6,89,NULL,0
220,6,90,NULL,200000000
221,6,91,NULL,3700000
222,6,92,NULL,0
223,6,93,NULL,0
224,6,94,NULL,0
225,6,96,NULL,0
226,6,97,NULL,0
227,7,1,NULL,0
228,7,2,NULL,0
229,7,3,NULL,0
230,7,4,NULL,0
231,7,5,NULL,0
232,7,6,NULL,0
233,7,7,NULL,0
234,7,8,NULL,0
235,7,9,NULL,0
236,7,10,NULL,0
237,7,11,NULL,0
238,7,12,NULL,0
239,7,13,NULL,0
240,7,14,NULL,0
241,7,15,NULL,0
242,7,16,NULL,5875172937
243,7,17,NULL,632050283
244,7,18,NULL,0
245,7,19,NULL,0
246,7,20,NULL,0
247,7,21,NULL,0
248,7,22,NULL,0
249,7,23,NULL,0
250,7,24,NULL,28000000
251,7,25,NULL,0
252,7,26,NULL,0
253,7,27,NULL,0
254,7,28,NULL,0
255,7,29,NULL,0
256,7,30,NULL,0
257,7,31,NULL,0
258,7,32,NULL,0
259,7,33,NULL,0
260,7,34,NULL,0
261,7,35,NULL,0
262,7,36,NULL,0
263,7,37,NULL,0
264,7,38,NULL,0
265,7,39,NULL,0
266,7,40,NULL,0
267,7,41,NULL,0
268,7,42,NULL,0
269,7,43,NULL,0
270,7,44,NULL,0
271,7,45,NULL,0
272,7,46,NULL,0
273,7,47,NULL,0
274,7,48,NULL,0
275,7,49,NULL,0
276,7,50,NULL,0
277,7,51,NULL,0
278,7,52,NULL,444874691
279,7,53,NULL,0
280,7,54,NULL,488116558
281,7,55,NULL,0
282,7,56,NULL,0
283,7,57,NULL,0
284,7,58,NULL,0
285,7,59,NULL,0
286,7,60,NULL,0
287,7,61,NULL,0
288,7,62,NULL,0
289,7,63,NULL,0
290,7,64,NULL,0
291,7,65,NULL,0
292,7,66,NULL,0
293,7,67,NULL,0
294,7,68,NULL,0
295,7,69,NULL,0
296,7,70,NULL,0
297,7,71,NULL,0
298,7,72,NULL,255000000
299,7,73,NULL,200000000
300,7,74,NULL,2190365589
301,7,75,NULL,600000000
302,7,76,NULL,8438056231
303,7,77,NULL,0
304,7,78,NULL,0
305,7,79,NULL,0
306,7,80,NULL,0
307,7,81,NULL,0
308,7,82,NULL,0
309,7,83,NULL,0
310,7,84,NULL,0
312,7,86,NULL,6000000
313,7,87,NULL,13500000
314,7,88,NULL,0
315,7,89,NULL,0
316,7,90,NULL,0
317,7,91,NULL,0
318,7,92,NULL,0
319,7,93,NULL,0
320,7,94,NULL,0
321,7,95,NULL,0
322,7,96,NULL,0
323,7,97,NULL,0
324,7,98,NULL,0
325,7,99,NULL,0
326,7,100,NULL,0
327,7,101,NULL,0
328,7,102,NULL,0
329,7,103,NULL,233378000
330,7,104,NULL,0
331,7,105,NULL,177396852
332,9,24,NULL,206000000
333,9,56,NULL,0
334,9,57,NULL,0
335,9,58,NULL,0
336,9,59,NULL,0
337,9,60,NULL,0
338,9,61,NULL,0
339,9,62,NULL,0
340,9,63,NULL,0
341,9,70,NULL,0
342,9,71,NULL,0
343,9,72,NULL,0
344,9,77,NULL,30835200
345,9,78,NULL,0
346,9,82,NULL,0
347,9,83,NULL,0
348,9,84,NULL,0
349,9,85,NULL,0
350,9,86,NULL,0
351,9,87,NULL,7000000
352,9,88,NULL,0
353,9,89,NULL,0
354,9,90,NULL,0
355,9,91,NULL,0
356,9,92,NULL,0
357,9,96,NULL,0
533,13,101,NULL,3000000
360,10,24,NULL,0
361,10,56,NULL,0
362,10,57,NULL,0
363,10,58,NULL,0
364,10,59,NULL,0
365,10,60,NULL,0
366,10,61,NULL,136051000
367,10,62,NULL,0
368,10,63,NULL,0
369,10,70,NULL,15700000
370,10,71,NULL,31005000
371,10,72,NULL,0
372,10,77,NULL,2040000
373,10,78,NULL,0
374,10,82,NULL,0
375,10,83,NULL,0
376,10,84,NULL,0
377,10,85,NULL,0
