SAI1700156-1,SAI1700156,,0,533
SAI1700156-2,SAI1700156,,0,534
SAI1700157-1,SAI1700157,,0,612
SAI1700157-2,SAI1700157,,0,613
SAI1700158-1,SAI1700158,,0,615
SAI1700158-2,SAI1700158,,0,616
SAI1700159-1,SAI1700159,,0,583
SAI1700159-2,SAI1700159,,0,622
SAI1700160-1,SAI1700160,,0,623
SAI1700162-1,SAI1700162,,0,541
SAI1700162-2,SAI1700162,,0,542
SAI1700163-1,SAI1700163,,0,544
SAI1700164-2,SAI1700164,,0,626
SAI1700166-2,SAI1700166,,0,617
SAI1700168-1,SAI1700168,,0,618
SAI1700172-2,SAI1700172,,0,627
SAI1700173-1,SAI1700173,,0,629
SAI1700175-1,SAI1700175,,0,631
SAI1700175-2,SAI1700175,,0,632
SAI1700176-1,SAI1700176,,0,633
SAI1700176-2,SAI1700176,,0,588
SAI1700177-2,SAI1700177,,0,634
SAI1700178-1,SAI1700178,,0,592
SAI1700178-2,SAI1700178,,0,635
SAI1700179-1,SAI1700179,,0,637
SAI1700179-2,SAI1700179,,0,638
SAI1700180-2,SAI1700180,,0,639
SAI1700182-1,SAI1700182,,0,641
SAI1700182-2,SAI1700182,,0,642
SAI1700183-1,SAI1700183,,0,644
SAI1700183-2,SAI1700183,,0,596
SAI1700185-1,SAI1700185,,0,597
SAI1700185-2,SAI1700185,,0,598
SAI1700186-1,SAI1700186,,0,619
SAI1700190-2,SAI1700190,,0,602
SAI1700191-1,SAI1700191,,0,604
SAI1700191-2,SAI1700191,,0,605
SAI1700192-1,SAI1700192,,0,607
SAI1700192-2,SAI1700192,,0,608
SAI1700089-3,SAI1700089,,0,370
SAI1700089-4,SAI1700089,,0,371
SAI1700091-1,SAI1700091,,0,689
SAI1700091-2,SAI1700091,,0,690
SAI1700091-3,SAI1700091,,0,691
SAI1700091-4,SAI1700091,,0,692
SAI1700091-5,SAI1700091,,0,693
SAI1700092-1,SAI1700092,,0,695
SAI1700092-2,SAI1700092,,0,696
SAI1700092-3,SAI1700092,,0,697
SAI1700093-1,SAI1700093,,0,699
SAI1700093-2,SAI1700093,,0,700
SAI1700093-3,SAI1700093,,0,701
SAI1700094-1,SAI1700094,,0,703
SAI1700094-2,SAI1700094,,0,704
SAI1700096-1,SAI1700096,,0,707
SAI1700096-2,SAI1700096,,0,708
SAI1700117-3,SAI1700117,,0,447
SAI1700138-2,SAI1700138,,0,479
SAI1700167-1,SAI1700167,,0,575
SAI1700167-2,SAI1700167,,0,576
SAI1700169-2,SAI1700169,,0,646
SAI1700170-1,SAI1700170,,0,647
SAI1700170-2,SAI1700170,,0,648
SAI1700171-2,SAI1700171,,0,649
SAI1700172-1,SAI1700172,,0,651
SAI1700173-2,SAI1700173,,0,652
SAI1700174-1,SAI1700174,,0,654
SAI1700174-2,SAI1700174,,0,655
SAI1700180-1,SAI1700180,,0,657
SAI1700184-1,SAI1700184,,0,658
SAI1700184-2,SAI1700184,,0,659
SAI1700186-2,SAI1700186,,0,661
SAI1700187-1,SAI1700187,,0,663
SAI1700188-1,SAI1700188,,0,665
SAI1700188-2,SAI1700188,,0,666
SAI1700189-2,SAI1700189,,0,668
SAI1700190-1,SAI1700190,,0,670
SAI1700042-12,SAI1700042,,0,911
SAI1700042-12,SAI1700042,,0,912
SAI1700195-2,SAI1700195,,0,918
SAI1700195-3,SAI1700195,,0,919
SAI1700195-4,SAI1700195,,0,920
SAI1700195-5,SAI1700195,,0,921
SAI1700195-6,SAI1700195,,0,922
SAI1700195-7,SAI1700195,,0,923
SAI1700195-8,SAI1700195,,0,924
SAI1700195-9,SAI1700195,,0,925
SAI1700195-10,SAI1700195,,0,926
SAI1700195-11,SAI1700195,,0,927
SAI1700195-17,SAI1700195,,0,933
SAI1700195-18,SAI1700195,,0,934
SAI1700195-19,SAI1700195,,0,935
SAI1700195-27,SAI1700195,,0,944
SAI1700195,SAI1700195,,0,947
SAI1700195-31,SAI1700195,,0,948
SAI1700195,SAI1700195,,0,949
SAI1700195-32,SAI1700195,,0,950
SAI1700195-33,SAI1700195,,0,951
SAI1700195-33,SAI1700195,,0,952
SAI1700195-34,SAI1700195,,0,953
SAI1700195-35,SAI1700195,,0,954
SAI1700195-36,SAI1700195,,0,955
SAI1700195-37,SAI1700195,,0,956
SAI1700195-38,SAI1700195,,0,957
SAI1700195-39,SAI1700195,,0,958
SAI1700195,SAI1700195,,0,959
SAI1700195-40,SAI1700195,,0,960
SAI1700195-41,SAI1700195,,0,961
SAI1700195-42,SAI1700195,,0,962
SAI1700195-44,SAI1700195,,0,964
SAI1700195-45,SAI1700195,,0,965
SAI1700195,SAI1700195,,0,966
SAI1700195-51,SAI1700195,,0,973
SAI1700196,SAI1700196,,0,976
SAI1700196-2,SAI1700196,,0,977
SAI1700196-3,SAI1700196,,0,978
SAI1700196-3,SAI1700196,,0,979
SAI1700196,SAI1700196,,0,980
SAI1700196-5,SAI1700196,,0,981
SAI1700196-6,SAI1700196,,0,982
SAI1700197,SAI1700197,,0,983
SAI1700197-2,SAI1700197,,0,984
SAI1700197-3,SAI1700197,,0,985
SAI1700197-3,SAI1700197,,0,986
SAI1700197,SAI1700197,,0,987
SAI1700197-5,SAI1700197,,0,988
SAI1700198-2,SAI1700198,,0,991
SAI1700200-5,SAI1700200,,0,996
SAI1700201-3,SAI1700201,,0,1000
SAI1700201-4,SAI1700201,,0,1002
SAI1700201-5,SAI1700201,,0,1003
SAI1700202-3,SAI1700202,,0,1009
SAI1700202,SAI1700202,,0,1010
SAI1700204-1,SAI1700204,,0,1016
SAI1700204-2,SAI1700204,,0,1017
SAI1700204-3,SAI1700204,,0,1018
SAI1700204-4,SAI1700204,,0,1019
SAI1700204-5,SAI1700204,,0,1020
SAI1700205-1,SAI1700205,,0,1023
SAI1700206-1,SAI1700206,,0,1026
SAI1700207-1,SAI1700207,,0,1027
SAI1700101-1,SAI1700101,,0,378
SAI1700114-1,SAI1700114,,0,405
SAI1700115-3,SAI1700115,,0,476
SAI1700116-1,SAI1700116,,0,510
SAI1700116-2,SAI1700116,,0,511
SAI1700118-2,SAI1700118,,0,513
SAI1700118-3,SAI1700118,,0,514
SAI1700118-5,SAI1700118,,0,515
SAI1700118-7,SAI1700118,,0,516
SAI1700118-8,SAI1700118,,0,517
SAI1700118-9,SAI1700118,,0,518
SAI1700118-10,SAI1700118,,0,519
SAI1700119-2,SAI1700119,,0,477
SAI1700120-1,SAI1700120,,0,478
SAI1700136-2,SAI1700136,,0,556
SAI1700137-1,SAI1700137,,0,558
SAI1700137-2,SAI1700137,,0,559
SAI1700138-1,SAI1700138,,0,561
SAI1700139-1,SAI1700139,,0,522
SAI1700139-2,SAI1700139,,0,523
SAI1700153-2,SAI1700153,,0,527
SAI1700154-1,SAI1700154,,0,529
SAI1700160-2,SAI1700160,,0,536
SAI1700161-1,SAI1700161,,0,538
SAI1700161-2,SAI1700161,,0,539
SAI1700163-2,SAI1700163,,0,566
SAI1700164-1,SAI1700164,,0,568
SAI1700165-1,SAI1700165,,0,570
SAI1700165-2,SAI1700165,,0,571
SAI1700171-1,SAI1700171,,0,587
SAI1700019,SAI1700019,SSW,83,913
SAI1700195-48,SAI1700195,,0,968
SAI1700203,SAI1700203,,0,1013
SAI1700215-1,SAI1700215,,0,1035
SAI1700216-1,SAI1700216,,0,1036
SAI1700217-1,SAI1700217,,0,1037
SAI1700218-1,SAI1700218,,0,1038
SAI1700219-1,SAI1700219,,0,1039
SAI1700220-1,SAI1700220,,0,1040
SAI1700221-1,SAI1700221,,0,1041
SAI1700222-1,SAI1700222,,0,1042
SAI1700224-1,SAI1700224,,0,1044
SAI1700225-1,SAI1700225,,0,1045
SAI1700205-2,SAI1700205,,0,1047
SAI1700206-2,SAI1700206,,0,1048
SAI1700207-2,SAI1700207,,0,1049
SAI1700209-2,SAI1700209,,0,1051
SAI1700210-2,SAI1700210,,0,1052
SAI1700211-2,SAI1700211,,0,1053
SAI1700212-2,SAI1700212,,0,1054
SAI1700214-2,SAI1700214,,0,1055
SAI1700215-2,SAI1700215,,0,1056
SAI1700218-2,SAI1700218,,0,1059
SAI1700223-2,SAI1700223,,0,1064
SAI1700224-2,SAI1700224,,0,1065
SAI1700225-2,SAI1700225,,0,1066
SAI1700226-2,SAI1700226,,0,1067
SAI1700227-2,SAI1700227,,0,1070
SAI1700104-1,SAI1700104,,0,385
SAI1700112-1,SAI1700112,,0,397
SAI1700112-2,SAI1700112,,0,398
SAI1700112-3,SAI1700112,,0,399
SAI1700112-4,SAI1700112,,0,400
SAI1700126-1,SAI1700126,,0,551
SAI1700126-2,SAI1700126,,0,552
SAI1700127-1,SAI1700127,,0,554
SAI1700127-2,SAI1700127,,0,555
SAI1700149-2,SAI1700149,,0,562
SAI1700150-1,SAI1700150,,0,564
SAI1700150-2,SAI1700150,,0,565
SAI1700177-1,SAI1700177,,0,590
SAI1700181-1,SAI1700181,,0,594
SAI1700023,SAI1700023,,0,916
SAI1700198,SAI1700198,,0,989
SAI1700198-2,SAI1700198,,0,990
SAI1700200-1,SAI1700200,,0,992
SAI1700200-2,SAI1700200,,0,993
SAI1700200,SAI1700200,,0,994
SAI1700200-4,SAI1700200,,0,995
SAI1700200-6,SAI1700200,,0,997
SAI1700201-1,SAI1700201,,0,998
SAI1700201,SAI1700201,,0,999
SAI1700201-6,SAI1700201,,0,1005
SAI1700201-7,SAI1700201,,0,1006
SAI1700202-5,SAI1700202,,0,1011
SAI1700203-2,SAI1700203,,0,1014
SAI1700120-2,SAI1700120,,0,545
SAI1700121-1,SAI1700121,,0,547
SAI1700121-2,SAI1700121,,0,548
SAI1700168-2,SAI1700168,,0,578
SAI1700169-1,SAI1700169,,0,585
SAI1700181-2,SAI1700181,,0,595
SAI1700187-2,SAI1700187,,0,600
SAI1700189-1,SAI1700189,,0,601
SAI1700195-52,SAI1700195,,0,974
SAI1700195-53,SAI1700195,,0,975
SAI1700201,SAI1700201,,0,1001
SAI1700202-5,SAI1700202,,0,1012
SAI1700208-1,SAI1700208,,0,1028
SAI1700223-1,SAI1700223,,0,1043
SAI1700226-1,SAI1700226,,0,1046
SAI1700023-27,SAI1700023,,0,909
SAI1700195-1,SAI1700195,,0,917
SAI1700216-2,SAI1700216,,0,1057
SAI1700217-2,SAI1700217,,0,1058
SAI1700222-2,SAI1700222,,0,1063
SAI1700228-1,SAI1700228,,0,1071
SAI1700229-1,SAI1700229,,0,1072
SAI1700230-1,SAI1700230,,0,1073
SAI1700231-1,SAI1700231,,0,1074
SAI1700232-1,SAI1700232,,0,1075
SAI1700233-1,SAI1700233,,0,1076
SAI1700234-1,SAI1700234,,0,1077
SAI1700235-1,SAI1700235,,0,1078
SAI1700236-1,SAI1700236,,0,1079
SAI1700237-1,SAI1700237,,0,1080
SAI1700238-1,SAI1700238,,0,1081
SAI1700239-1,SAI1700239,,0,1082
SAI1700240-1,SAI1700240,,0,1083
SAI1700241-1,SAI1700241,,0,1084
SAI1700242-1,SAI1700242,,0,1085
SAI1700243-1,SAI1700243,,0,1086
SAI1700244-1,SAI1700244,,0,1087
SAI1700245-1,SAI1700245,,0,1088
SAI1700246-1,SAI1700246,,0,1089
SAI1700247-1,SAI1700247,,0,1090
SAI1700248-1,SAI1700248,,0,1091
SAI1700249-1,SAI1700249,,0,1092
SAI1700250-1,SAI1700250,,0,1093
SAI1700251-1,SAI1700251,,0,1094
SAI1700252-1,SAI1700252,,0,1095
SAI1700253-1,SAI1700253,,0,1096
SAI1700254-1,SAI1700254,,0,1097
SAI1700255-1,SAI1700255,,0,1098
SAI1700256-1,SAI1700256,,0,1099
SAI1700257-1,SAI1700257,,0,1100
SAI1700258-1,SAI1700258,,0,1101
SAI1700259-1,SAI1700259,,0,1102
SAI1700260-1,SAI1700260,,0,1103
SAI1700261-1,SAI1700261,,0,1104
SAI1700262-1,SAI1700262,,0,1105
SAI1700263-1,SAI1700263,,0,1106
SAI1700264-1,SAI1700264,,0,1107
SAI1700265-1,SAI1700265,,0,1108
SAI1700266-1,SAI1700266,,0,1109
SAI1700267-1,SAI1700267,,0,1110
SAI1700268-1,SAI1700268,,0,1111
SAI1700269-1,SAI1700269,,0,1112
SAI1700270-1,SAI1700270,,0,1113
SAI1700271-1,SAI1700271,,0,1114
SAI1700272-1,SAI1700272,,0,1115
SAI1700273-1,SAI1700273,,0,1116
SAI1700274-1,SAI1700274,,0,1117
SAI1700275-1,SAI1700275,,0,1118
SAI1700276-1,SAI1700276,,0,1119
SAI1700277-1,SAI1700277,,0,1120
SAI1700278-1,SAI1700278,,0,1121
SAI1700279-1,SAI1700279,,0,1122
SAI1700280-1,SAI1700280,,0,1123
SAI1700281-1,SAI1700281,,0,1124
SAI1700282-1,SAI1700282,,0,1125
SAI1700283-1,SAI1700283,,0,1126
SAI1700284-1,SAI1700284,,0,1127
SAI1700285-1,SAI1700285,,0,1128
SAI1700286-1,SAI1700286,,0,1129
SAI1700287-1,SAI1700287,,0,1130
SAI1700288-1,SAI1700288,,0,1131
SAI1700289-1,SAI1700289,,0,1132
SAI1700290-1,SAI1700290,,0,1133
SAI1700291-1,SAI1700291,,0,1134
SAI1700292-1,SAI1700292,,0,1135
SAI1700293-1,SAI1700293,,0,1136
SAI1700294-1,SAI1700294,,0,1137
SAI1700295-1,SAI1700295,,0,1138
SAI1700296-1,SAI1700296,,0,1139
SAI1700297-1,SAI1700297,,0,1140
SAI1700298-1,SAI1700298,,0,1141
SAI1700299-1,SAI1700299,,0,1142
SAI1700300-1,SAI1700300,,0,1143
SAI1700301-1,SAI1700301,,0,1144
SAI1700302-1,SAI1700302,,0,1145
SAI1700303-1,SAI1700303,,0,1146
SAI1700304-1,SAI1700304,,0,1147
SAI1700305-1,SAI1700305,,0,1148
SAI1700306-1,SAI1700306,,0,1149
SAI1700307-1,SAI1700307,,0,1150
SAI1700308-1,SAI1700308,,0,1151
SAI1700309-1,SAI1700309,,0,1152
SAI1700310-1,SAI1700310,,0,1153
SAI1700311-1,SAI1700311,,0,1154
SAI1700312-1,SAI1700312,,0,1155
SAI1700313-1,SAI1700313,,0,1156
SAI1700314-1,SAI1700314,,0,1157
SAI1700315-1,SAI1700315,,0,1158
SAI1700316-1,SAI1700316,,0,1159
SAI1700317-1,SAI1700317,,0,1160
SAI1700318-1,SAI1700318,,0,1161
SAI1700319-1,SAI1700319,,0,1162
SAI1700320-1,SAI1700320,,0,1163
SAI1700321-1,SAI1700321,,0,1164
SAI1700322-1,SAI1700322,,0,1165
SAI1700323-1,SAI1700323,,0,1166
SAI1700324-1,SAI1700324,,0,1167
SAI1700325-1,SAI1700325,,0,1168
SAI1700326-1,SAI1700326,,0,1169
SAI1700327-1,SAI1700327,,0,1170
SAI1700328-1,SAI1700328,,0,1171
SAI1700329-1,SAI1700329,,0,1172
SAI1700330-1,SAI1700330,,0,1173
SAI1700331-1,SAI1700331,,0,1174
SAI1700332-1,SAI1700332,,0,1175
SAI1700333-1,SAI1700333,,0,1176
SAI1700334-1,SAI1700334,,0,1177
SAI1700335-1,SAI1700335,,0,1178
SAI1700336-1,SAI1700336,,0,1179
SAI1700337-1,SAI1700337,,0,1180
SAI1700338-1,SAI1700338,,0,1181
SAI1700339-1,SAI1700339,,0,1182
SAI1700340-1,SAI1700340,,0,1183
SAI1700341-1,SAI1700341,,0,1184
SAI1700342-1,SAI1700342,,0,1185
SAI1700343-1,SAI1700343,,0,1186
SAI1700344-1,SAI1700344,,0,1187
SAI1700345-1,SAI1700345,,0,1188
SAI1700346-1,SAI1700346,,0,1189
SAI1700347-1,SAI1700347,,0,1190
SAI1700348-1,SAI1700348,,0,1191
SAI1700349-1,SAI1700349,,0,1192
SAI1700350-1,SAI1700350,,0,1193
SAI1700351-1,SAI1700351,,0,1194
SAI1700352-1,SAI1700352,,0,1195
SAI1700353-1,SAI1700353,,0,1196
SAI1700354-1,SAI1700354,,0,1197
SAI1700355-1,SAI1700355,,0,1198
SAI1700356-1,SAI1700356,,0,1199
SAI1700357-1,SAI1700357,,0,1200
SAI1700358-1,SAI1700358,,0,1201
SAI1700359-1,SAI1700359,,0,1202
SAI1700228-2,SAI1700228,,0,1203
SAI1700229-2,SAI1700229,,0,1204
SAI1700230-2,SAI1700230,,0,1205
SAI1700231-2,SAI1700231,,0,1206
SAI1700232-2,SAI1700232,,0,1207
SAI1700233-2,SAI1700233,,0,1208
SAI1700234-2,SAI1700234,,0,1209
SAI1700235-2,SAI1700235,,0,1210
SAI1700236-2,SAI1700236,,0,1211
SAI1700237-2,SAI1700237,,0,1212
SAI1700238-2,SAI1700238,,0,1213
SAI1700239-2,SAI1700239,,0,1214
SAI1700240-2,SAI1700240,,0,1215
SAI1700241-2,SAI1700241,,0,1216
SAI1700242-2,SAI1700242,,0,1217
SAI1700243-2,SAI1700243,,0,1218
SAI1700244-2,SAI1700244,,0,1219
SAI1700019,SAI1700019,,0,914
SAI1700019,SAI1700019,,0,915
SAI1700195-12,SAI1700195,,0,928
SAI1700195-13,SAI1700195,,0,929
SAI1700195-14,SAI1700195,,0,930
SAI1700195-15,SAI1700195,,0,931
SAI1700195-16,SAI1700195,,0,932
SAI1700195,SAI1700195,,0,936
SAI1700195-21,SAI1700195,,0,937
SAI1700195-21,SAI1700195,,0,938
SAI1700195-22,SAI1700195,,0,939
SAI1700195-23,SAI1700195,,0,940
SAI1700195-24,SAI1700195,,0,941
SAI1700195-25,SAI1700195,,0,942
SAI1700195-26,SAI1700195,,0,943
SAI1700195-28,SAI1700195,,0,945
SAI1700195-29,SAI1700195,,0,946
SAI1700195-43,SAI1700195,,0,963
SAI1700195-47,SAI1700195,,0,967
SAI1700195-48,SAI1700195,,0,969
SAI1700195-49,SAI1700195,,0,970
SAI1700195-50,SAI1700195,,0,971
SAI1700195-51,SAI1700195,,0,972
SAI1700201-5,SAI1700201,,0,1004
SAI1700202-1,SAI1700202,,0,1007
SAI1700202-2,SAI1700202,,0,1008
SAI1700203-2,SAI1700203,,0,1015
SAI1700209-1,SAI1700209,,0,1029
SAI1700210-1,SAI1700210,,0,1030
SAI1700211-1,SAI1700211,,0,1031
SAI1700212-1,SAI1700212,,0,1032
SAI1700213-1,SAI1700213,,0,1033
SAI1700214-1,SAI1700214,,0,1034
SAI1700208-2,SAI1700208,,0,1050
SAI1700227-1,SAI1700227,,0,1069
SAI1700245-2,SAI1700245,,0,1220
SAI1700246-2,SAI1700246,,0,1221
SAI1700247-2,SAI1700247,,0,1222
SAI1700248-2,SAI1700248,,0,1223
SAI1700249-2,SAI1700249,,0,1224
SAI1700250-2,SAI1700250,,0,1225
SAI1700251-2,SAI1700251,,0,1226
SAI1700252-2,SAI1700252,,0,1227
SAI1700253-2,SAI1700253,,0,1228
SAI1700254-2,SAI1700254,,0,1229
SAI1700255-2,SAI1700255,,0,1230
SAI1700256-2,SAI1700256,,0,1231
SAI1700257-2,SAI1700257,,0,1232
SAI1700258-2,SAI1700258,,0,1233
SAI1700259-2,SAI1700259,,0,1234
SAI1700260-2,SAI1700260,,0,1235
SAI1700261-2,SAI1700261,,0,1236
SAI1700262-2,SAI1700262,,0,1237
SAI1700263-2,SAI1700263,,0,1238
SAI1700264-2,SAI1700264,,0,1239
SAI1700265-2,SAI1700265,,0,1240
SAI1700266-2,SAI1700266,,0,1241
SAI1700267-2,SAI1700267,,0,1242
SAI1700268-2,SAI1700268,,0,1243
SAI1700269-2,SAI1700269,,0,1244
SAI1700270-2,SAI1700270,,0,1245
SAI1700271-2,SAI1700271,,0,1246
SAI1700272-2,SAI1700272,,0,1247
SAI1700273-2,SAI1700273,,0,1248
SAI1700274-2,SAI1700274,,0,1249
SAI1700275-2,SAI1700275,,0,1250
SAI1700276-2,SAI1700276,,0,1251
SAI1700277-2,SAI1700277,,0,1252
SAI1700278-2,SAI1700278,,0,1253
SAI1700279-2,SAI1700279,,0,1254
SAI1700280-2,SAI1700280,,0,1255
SAI1700281-2,SAI1700281,,0,1256
SAI1700282-2,SAI1700282,,0,1257
SAI1700283-2,SAI1700283,,0,1258
SAI1700284-2,SAI1700284,,0,1259
SAI1700285-2,SAI1700285,,0,1260
SAI1700286-2,SAI1700286,,0,1261
SAI1700287-2,SAI1700287,,0,1262
SAI1700288-2,SAI1700288,,0,1263
SAI1700289-2,SAI1700289,,0,1264
SAI1700290-2,SAI1700290,,0,1265
SAI1700291-2,SAI1700291,,0,1266
SAI1700292-2,SAI1700292,,0,1267
SAI1700293-2,SAI1700293,,0,1268
SAI1700294-2,SAI1700294,,0,1269
SAI1700295-2,SAI1700295,,0,1270
SAI1700296-2,SAI1700296,,0,1271
SAI1700297-2,SAI1700297,,0,1272
SAI1700298-2,SAI1700298,,0,1273
SAI1700299-2,SAI1700299,,0,1274
SAI1700300-2,SAI1700300,,0,1275
SAI1700301-2,SAI1700301,,0,1276
SAI1700302-2,SAI1700302,,0,1277
SAI1700303-2,SAI1700303,,0,1278
SAI1700304-2,SAI1700304,,0,1279
SAI1700305-2,SAI1700305,,0,1280
SAI1700306-2,SAI1700306,,0,1281
SAI1700307-2,SAI1700307,,0,1282
SAI1700308-2,SAI1700308,,0,1283
SAI1700309-2,SAI1700309,,0,1284
SAI1700310-2,SAI1700310,,0,1285
SAI1700311-2,SAI1700311,,0,1286
SAI1700312-2,SAI1700312,,0,1287
SAI1700313-2,SAI1700313,,0,1288
SAI1700314-2,SAI1700314,,0,1289
SAI1700315-2,SAI1700315,,0,1290
SAI1700316-2,SAI1700316,,0,1291
SAI1700317-2,SAI1700317,,0,1292
SAI1700318-2,SAI1700318,,0,1293
SAI1700319-2,SAI1700319,,0,1294
SAI1700320-2,SAI1700320,,0,1295
SAI1700321-2,SAI1700321,,0,1296
SAI1700322-2,SAI1700322,,0,1297
SAI1700323-2,SAI1700323,,0,1298
SAI1700324-2,SAI1700324,,0,1299
SAI1700325-2,SAI1700325,,0,1300
SAI1700326-2,SAI1700326,,0,1301
SAI1700327-2,SAI1700327,,0,1302
SAI1700328-2,SAI1700328,,0,1303
SAI1700329-2,SAI1700329,,0,1304
SAI1700330-2,SAI1700330,,0,1305
SAI1700331-2,SAI1700331,,0,1306
SAI1700332-2,SAI1700332,,0,1307
SAI1700333-2,SAI1700333,,0,1308
SAI1700334-2,SAI1700334,,0,1309
SAI1700335-2,SAI1700335,,0,1310
SAI1700336-2,SAI1700336,,0,1311
SAI1700337-2,SAI1700337,,0,1312
SAI1700338-2,SAI1700338,,0,1313
SAI1700339-2,SAI1700339,,0,1314
SAI1700340-2,SAI1700340,,0,1315
SAI1700341-2,SAI1700341,,0,1316
SAI1700342-2,SAI1700342,,0,1317
SAI1700343-2,SAI1700343,,0,1318
SAI1700344-2,SAI1700344,,0,1319
SAI1700345-2,SAI1700345,,0,1320
SAI1700346-2,SAI1700346,,0,1321
SAI1700347-2,SAI1700347,,0,1322
SAI1700348-2,SAI1700348,,0,1323
SAI1700349-2,SAI1700349,,0,1324
SAI1700350-2,SAI1700350,,0,1325
SAI1700351-2,SAI1700351,,0,1326
SAI1700352-2,SAI1700352,,0,1327
SAI1700353-2,SAI1700353,,0,1328
SAI1700354-2,SAI1700354,,0,1329
SAI1700355-2,SAI1700355,,0,1330
SAI1700356-2,SAI1700356,,0,1331
SAI1700357-2,SAI1700357,,0,1332
SAI1700358-2,SAI1700358,,0,1333
SAI1700359-2,SAI1700359,,0,1334
SAI1700015,SAI1700015,,null,711
SAI1700001-2,SAI1700001,,,712
SAI1700001-3,SAI1700001,,,713
SAI1700016,SAI1700016, ,0,715
SAI1700002-2,SAI1700002,,,716
SAI1700016,SAI1700016, ,null,717
SAI1700002-4,SAI1700002,,,718
SAI1700016,SAI1700016, ,null,719
SAI1700194,SAI1700194,,0,721
SAI1700003-2,SAI1700003,,0,722
SAI1700004-1,SAI1700004,,0,724
SAI1700004-2,SAI1700004,,null,725
SAI1700005-1,SAI1700005,,0,727
SAI1700005-2,SAI1700005,,0,728
SAI1700005-3,SAI1700005,,0,729
SAI1700006-1,SAI1700006,,0,731
SAI1700006-2,SAI1700006,,0,732
SAI1700008-1,SAI1700008,,0,735
SAI1700008-2,SAI1700008,,0,736
SAI1700008-3,SAI1700008,,0,737
SAI1700010-1,SAI1700010,SSW,82,740
SAI1700012-1,SAI1700012,SSW,82,743
SAI1700012-2,SAI1700012, ,0,744
SAI1700013-1,SAI1700013,SSW,82,746
