132,423,1711,86,423/1711/86,2017-11-09,13:09:36,1,NULL,NULL,NULL,0
133,423,1711,88,423/1711/88,2017-11-09,13:10:22,1,NULL,NULL,NULL,0
134,423,1711,90,423/1711/90,2017-11-09,13:11:28,1,NULL,NULL,NULL,0
135,423,1711,92,423/1711/92,2017-11-09,13:12:01,1,NULL,NULL,NULL,0
136,423,1711,94,423/1711/94,2017-11-09,13:13:02,1,NULL,NULL,NULL,0
137,423,1711,104,423/1711/104,2017-11-21,07:48:38,1,NULL,NULL,NULL,0
